Name,Country,priority_rank,area_km2,percentage_protected,mean_HII,priority_set
Istmo de Tehuantepec-Mar Muerto,Mexico,2345,8998.1,7.08,25.87,0
Kirishima mountains and Lake Miike,Japan,2346,181.13,93.55,18.94,0
Bark Camp Barrens Wildlife Management Area,USA,2347,33.63,8.33,28.15,0
Kateri - Maubesi,Indonesia,2348,257.97,53.94,17.32,0
"Atlantic, Antarctic 22 - Marine",Antarctica,2349,28.25,0,NA,0
"Penguin Point, Seymour Island",Antarctica,2350,11.94,0,NA,0
Mount Sugarloaf,Philippines,2351,1032.83,0,17.74,0
Upstream Section of Peikang River,Taiwan,2352,188.45,0,18.69,0
Parque Estadual da Serra do Mar (entre Pedro de Toledo e Cubatão),Brazil,2353,1408.24,99.78,34.83,0
Gloucester Volcanics,Papua New Guinea,2354,287.77,0,16.04,0
Parque Nacional Iguazú y alrededores,Argentina,2355,1151.06,84.37,21.49,0
Reserva Natural Tumbesia-La Ceiba-Zapotillo,Ecuador,2356,284.91,0,13.36,0
Maitland - Gamtoos coast,South Africa,2357,8.57,0,16.2,0
East Cape St Francis complex,South Africa,2358,42.76,0,13.73,0
Manabum and Tengapani Reserve Forests,India,2359,405.38,0,15.14,0
Kayan Mentarang,Indonesia,2360,14009.89,90.8,5.32,0
Shaharah,Yemen,2361,195.03,0,14.8,0
Belum-Temenggor,Malaysia,2362,3796.21,0,6.82,0
Wulianfeng,China (mainland),2363,7992.45,2.09,16.75,0
Pasir Putih-Gunung Besar-Gunung Ringgit,Indonesia,2364,88.69,3.85,25.48,0
Ba Be,Vietnam,2365,136.83,95.35,23.29,0
Pointe à Larrée NPA,Madagascar,2366,95.57,0,19.09,0
Jabal Moussa Mountain,Lebanon,2367,119.77,26.19,33.29,0
Geum-gang river and estuary,South Korea,2368,166.82,16.67,31.41,0
Banhado do Maçarico e Cordões Litorâneos Adjacentes,Brazil,2369,785.26,2.97,19.68,0
Cerro Q'ueñwa Sandora,Bolivia,2370,764.05,0,18.2,0
Estancia El Cóndor,Argentina,2371,298.09,0,12.42,0
Candelaria-Campur,Guatemala,2372,1901.74,0.17,23.81,0
Pantai Mananga Aba - Pantai Waeketo,Indonesia,2373,27.17,0,15.1,0
South Cheleken Bay,Turkmenistan,2374,133.06,0,21.1,0
Namorona-Faraony rivers,Madagascar,2375,67.14,0,16.32,0
Taman Negara National Park,Malaysia,2376,5496.36,88.64,6.35,0
Mambuliling,Indonesia,2377,2946.46,0,11.86,0
Port-Bergé Wetlands NPA and extension,Madagascar,2378,1650.77,0,20.05,0
Shei-pa National Park,Taiwan,2379,865.26,99.64,22,0
Porto Santo Oeste,Portugal,2380,11.54,25,33.11,0
Trung Khanh,Vietnam,2381,53.9,64.71,15.79,0
Oscar Scherer State Park,USA,2382,24.5,62.5,51.24,0
Corner Inlet,Australia,2383,314.27,94.01,18,0
Angavokely Forest Station,Madagascar,2384,16.28,0,23.74,0
Upper Dihing (West) Complex,India,2385,731.23,0,27.44,0
Moyobamba,Peru,2386,1043.82,4.26,19.91,0
"Orosei Gulf, Supramonte and Gennargentu",Italy,2387,1201.26,98.25,22.7,0
Bangliang,China (mainland),2388,85.58,0,19.78,0
Menji wetland,Bhutan,2389,42.7,50,11.76,0
Kulamba Wildlife Reserve,Malaysia,2390,387.17,76.99,16.54,0
Diding,China (mainland),2391,354.62,6.25,18.8,0
Chimanimani Mountains (Mozambique),Mozambique,2392,1836.46,13.92,12.7,0
Sicike-cike,Indonesia,2393,75.65,18.18,15.33,0
Kakadu Savanna,Australia,2394,13093.31,99.9,7.19,0
Perairan Mas Popaya Raja,Indonesia,2395,106.7,0,15.96,0
Bao Loc - Loc Bac,Vietnam,2396,1108.76,60.49,18.99,0
Yang Xian and neighbouring area,China (mainland),2397,1110.83,11.39,21.9,0
Aksu-Dzhabagly State Nature Reserve,Kazakhstan,2398,1418.67,70.9,17.34,0
Ambereny,Madagascar,2399,279.12,0,8.18,0
North Atlantic Abaco Cays,Bahamas,2400,3.06,0,4,0
Ciénaga de Zapata,Cuba,2401,5205.84,99.88,29.42,0
Farallones de Cosiguina - Marine,Nicaragua,2401,30.19,88.89,18.65,0
Munai / Tambo,Philippines,2403,1002.42,23.13,17.7,0
Peña Blanca/Sierra Gorda,Mexico,2404,4252.95,99.25,23.11,0
Udayn,Yemen,2405,193.76,0,10.23,0
Upper Dihing (East) Complex,India,2406,311.58,0,20.29,0
Mount Piagayungan and Butig Mountains,Philippines,2407,1852.4,52.85,16.05,0
Pompeu,Brazil,2408,2926.98,0,21.82,0
Mistbelt grasslands,South Africa,2409,1485.31,10.66,17.51,0
Complejo Punta Tombo  - Punta Atlas,Argentina,2410,54.41,9.09,8.87,0
Labahe Nature Reserve,China (mainland),2411,351.08,81.33,14.28,0
Bordoloni - Sampora,India,2412,125.34,0,28.87,0
Tasitolu,Timor-Leste,2413,20.42,0,27.32,0
Signy Island,Antarctica,2414,16.84,0,NA,0
Bwa Opana,New Caledonia (to France),2415,95.87,0,20.15,0
A Luoi - Nam Dong,Vietnam,2416,1477.96,36.7,17.82,0
Loku,Indonesia,2417,192.66,0,13.74,0
Sungai Klere,Timor-Leste,2418,530.36,25.64,18.11,0
Loma Guaconejo,Dominican Republic,2419,51.98,93.75,21.81,0
Dharan forests,Nepal,2420,998.85,0,21.06,0
Dubedou – Morne Balance,Haiti,2421,395.73,0,25.42,0
Hobyo,Somalia,2422,1766.77,0,4.91,0
Mao'er Shan Nature Reserve,China (mainland),2423,368.56,83.2,18.71,0
Ankavia-Ankavanana River (Antalaha),Madagascar,2424,33.28,0,24.88,0
Kelimutu,Indonesia,2425,108.86,93.75,19.34,0
Lake Tsarasaotra,Madagascar,2426,6.51,0,42.97,0
Vazhachal Forest Division,India,2427,565.55,19.16,17.03,0
Chiguata,Peru,2428,462.23,9.29,14.14,0
Danau Toba,Indonesia,2429,409.22,0,18.38,0
Narganá Wildlands Area,Panama,2430,1083.37,3.76,18.47,0
Ngoc Son,Vietnam,2431,229.03,76.06,19.57,0
Muna Timur,Indonesia,2432,414.93,0,16.39,0
Tundavala,Angola,2433,638.73,0,15.23,0
Bitterputs Conservation Area,South Africa,2434,827.54,0,5.34,0
Köyceğiz Lake,Turkey,2435,316.65,0,24.57,0
Ngoye coastal complex,South Africa,2436,1950.11,11.59,27.63,0
Middle Section of Coastal Mountain Range,Taiwan,2437,44.3,85.72,19.11,0
Chihben Wetlands,Taiwan,2438,6.35,0,40.4,0
Tat Ke,Vietnam,2439,149.54,80.85,23.2,0
Jervis Bay,Australia,2440,208.42,72.96,20.54,0
Aberdare Mountains,Kenya,2441,1948.24,91.7,16.93,0
Pagar Alam,Indonesia,2442,37.77,0,19.27,0
Pskhu,Georgia,2443,139.97,76.8,12.44,0
Hponkanrazi,Myanmar,2444,3363.5,95.28,8.68,0
Idjwi Island (Lake Kivu),"Congo, The Democratic Republic of the",2445,247.67,0,NA,0
Kemumu,Indonesia,2446,72.16,0,11.86,0
Hualien River Estuary,Taiwan,2447,9.44,0,40.43,0
Cuenca Cotacajes,Bolivia,2448,978.48,0.34,12.22,0
Gulf of Kavala and marine region of Thasos island,Greece,2449,158.96,63.91,19.44,0
Sharavathi Valley Wildlife Sanctuary,India,2450,604.32,81.76,18.79,0
Raso da Catarina,Brazil,2451,4624.75,41.81,16.59,0
Bukit Bakar-Bukit Gajah,Indonesia,2452,1080.53,0.64,13.29,0
Camp Pendleton,USA,2453,833.54,15.51,27.84,0
Lavongai,Papua New Guinea,2454,636.17,0,14.17,0
Ea So,Vietnam,2455,452.9,77.03,17.73,0
Jamjing and Sengajan,India,2456,173.78,0,23.17,0
Refugio de Vida Silvestre Isla Corazón e Isla Fragata,Ecuador,2457,17.21,80,27.13,0
Cerro de Pan de Azúcar,Colombia,2458,239.53,98.57,21.89,0
Muli (Ma'an Shan),China (mainland),2459,3026.4,0,18.34,0
Wetlands of the Tsiribihina delta and upper Tsiribihina river,Madagascar,2460,2454.45,0,17.4,0
"North ""Quebradas"" and grasslands",Uruguay,2461,6425.49,21.55,16.15,0
Bukit Kaba,Indonesia,2462,326.27,49.47,14.38,0
Tuoda Nature Reserve,China (mainland),2463,61.35,55.01,18.4,0
Parsa Wildlife Reserve,Nepal,2464,999.71,98.47,23.63,0
Phong Dien,Vietnam,2465,462.19,94.28,17.21,0
Cordillera Yanachaga,Peru,2466,1323.94,99.23,13.13,0
Khaptad National Park,Nepal,2467,602.9,94.04,20.16,0
Pulau-pulau Pesisir Morotai,Indonesia,2468,82.55,0,13.67,0
Guatemalan Caribbean Slope,Guatemala,2469,3436.87,56.02,25.26,0
Zambales mountains,Philippines,2470,1697.86,3.32,17.61,0
Mbeya Range,Tanzania,2471,255.11,98.67,23.18,0
Maciço Florestal de Paranapiacaba,Brazil,2472,4938.13,89.39,18.85,0
Mausambi,Indonesia,2473,64.68,36.84,14.98,0
Bordoibam-Bilmukh Bird Sanctuary,India,2474,18.35,0,28.73,0
Borana-Saynt (Denkoro Forest),Ethiopia,2475,125.09,0,25.92,0
Yungas Superiores de Amboró,Bolivia,2476,3076.35,98.3,14.02,0
Lago de Colta,Ecuador,2477,6.88,0,25.95,0
"West Admiralty Bay, King George Island",Antarctica,2478,20.87,0,NA,0
Delta del Río San Juan,Colombia,2479,751.79,0,10.88,0
Sebuku Sembakung,Indonesia,2480,721.04,5.24,13.57,0
Kyuquot Channel Islets,Canada,2481,24.37,9.09,11.04,0
Khor al-Udeid,Qatar,2482,97,0,8.3,0
Kikuyu Escarpment forest,Kenya,2483,516.27,70.67,18.65,0
Sulakskaya lagoon,Russia (European),2484,22.57,0,22.62,0
Gorumara National Park,India,2485,169.03,0,24.63,0
Ulu Temburong,Brunei,2486,926.54,65.93,12.64,0
Gunung Lumut,Indonesia,2487,1132.28,0,12.56,0
Kishanpur Wildlife Sanctuary,India,2488,287.77,33.67,23.34,0
Ilevika (Matsaborilava),Madagascar,2489,36.85,0,20.79,0
Alaniya National Park,Russia (European),2490,628.05,7.62,16.07,0
Gunung Lewotobi,Indonesia,2491,149.78,0,15.74,0
Parambikulam Wildlife Sanctuary,India,2492,308.07,86.82,14.59,0
Mount Nacolod,Philippines,2493,494.15,0,21.86,0
Aparima River,New Zealand,2494,215.01,31.14,20.78,0
20 km NW of Boca Apua,Peru,2495,2654.66,86.91,2,0
Ali Sabieh - Assâmo,Djibouti,2496,543.87,9.94,15.63,0
Gunung Leuser,Indonesia,2497,10052.51,83.66,12.07,0
Biliran and Maripipi Island,Philippines,2498,215.78,0,15.26,0
Grebo,Liberia,2499,3391.97,0.81,14.34,0
Desembarco del Granma,Cuba,2500,301.04,97.85,32.38,0
Parque Nacional Puyehue,Chile,2500,1191.14,99.78,10.04,0
Hacienda Camarones,Ecuador,2502,55.08,0,22.56,0
Bataan Natural Park and Subic Bay Forest Reserve,Philippines,2503,336.22,84.16,28.7,0
Parque Nacional Yurubí,Venezuela,2504,314.83,95.7,19.03,0
"North-east Curaçao parks and coast, Curaçao",Curaçao (to Netherlands),2505,147.99,65.91,28.43,0
Cemovsko Field,Montenegro,2506,43.25,0,33.98,0
Baima Xueshan Nature Reserve,China (mainland),2507,2218.08,97.4,14.56,0
Lake Ahémé and Aho complex,Benin,2508,311.27,0,21.6,0
Endau-Rompin,Malaysia,2509,1165.77,92.92,12.38,0
Southern slopes of Tunari National Park (Vertiente Sur del Parque Nacional Tunari IBA),Bolivia,2510,1705.34,97.69,29.3,0
Madina,Papua New Guinea,2511,75.63,0,20.8,0
Bazaruto Archipelago,Mozambique,2512,102.35,0,NA,0
Pic Ningua,New Caledonia (to France),2513,41.56,46.16,18.53,0
Mangoro-Rianila Rivers,Madagascar,2514,368.19,1.77,20.1,0
Perairan Subaun,Timor-Leste,2515,10.21,33.33,24.5,0
Maciços da Tijuca e Pedra Branca,Brazil,2516,316.97,83,40.24,0
North-west Vella Lavella,Solomon Islands,2517,136.46,0,13.94,0
Paramillo Natural National Park (Parque Nacional Natural Paramillo IBA),Colombia,2518,5807.79,97.59,18.29,0
Gunung Lawu,Indonesia,2519,382.09,5.36,20.37,0
Kyushu Chuo Sanchi,Japan,2520,624.41,96.74,19.43,0
Angat Watershed Forest Reserve,Philippines,2521,226.14,89.71,17.15,0
Pesisir Pantai Jambi,Indonesia,2522,147.99,25.58,16.82,0
Quinchele Inland and surrouding sea,Chile,2523,24.65,0,4.93,0
Lower Tugela River valley,South Africa,2524,682.68,1.32,23.15,0
Stung / Chi Kreng / Kampong Svay,Cambodia,2525,748.17,3.59,20.42,0
Collarada-Telera,Spain,2526,275.72,74.31,18.76,0
Nosy Manitse Future SAPM Marine and surrounding wetlands,Madagascar,2527,252.47,0,15.12,0
Mount Hamiguitan Range Wildlife Sanctuary,Philippines,2528,444.5,31.53,14.72,0
Mount Daguma,Philippines,2529,464.99,0,18.8,0
Jaldapara Wildlife Sanctuary,India,2530,412.2,0,22.45,0
Masinga reservoir,Kenya,2531,168.65,0,18.51,0
Encostas da Região de Domingos Martins,Brazil,2532,348.26,1.85,17.88,0
Ragay Gulf,Philippines,2533,284.06,5.88,24.46,0
Kaeng Krachan,Thailand,2534,2687.13,99,11.86,0
Çeşme Western Foreland,Turkey,2535,5.4,0,20.53,0
Areia Branca no Dolok Oan,Timor-Leste,2536,27.23,75,30.16,0
Baihe Nature Reserve,China (mainland),2537,227.36,75.95,15.19,0
Khlong Saeng,Thailand,2538,1226.69,98.89,13.48,0
Mwea National Reserve,Kenya,2539,61.95,50,18.2,0
Antoetra NPA,Madagascar,2540,64.38,0,18.54,0
Graham's Harbour,Bahamas,2541,9.43,0,17.33,0
Perairan Lembata,Indonesia,2542,95.37,0,14.79,0
Gulmarg Wildlife Sanctuary,India,2543,225.45,94.94,19.86,0
Wasan,Brunei,2544,17.15,0,37.48,0
Musandam (mainland),Oman,2545,1144.13,0,16.6,0
Pu Mat,Vietnam,2546,1191.64,99.73,7.01,0
Coastal area between Antalaha-Mahavelona,Madagascar,2547,96.22,13.8,14.04,0
Cap Blanc,Mauritania,2548,221.6,2.9,17.79,0
Pegunungan Cyclops Nature Reserve,Indonesia,2549,278.55,93.83,29.67,0
Sierra de Arteaga,Mexico,2550,4019.58,94.35,17.1,0
Southern El Kabir River,Lebanon,2551,172.8,0,24.63,0
Bakiriang,Indonesia,2552,887.89,23.64,9.29,0
Baito - Wolasi,Indonesia,2553,305.55,0,16.28,0
Great Inagua,Bahamas,2554,1506.4,55.86,6.35,0
Harrold and Wilson Ponds National Park,Bahamas,2555,9.36,33.33,47.27,0
South Beach Tidal Flats,Bahamas,2555,3.12,0,38.78,0
South Tarpum Bay,Bahamas,2557,181.22,0,25.91,0
Jowhar - Warshiikh,Somalia,2558,2493.17,0,15.44,0
Boland Mountains,South Africa,2559,2172.68,99.48,15.94,0
Kon Cha Rang - An Toan,Vietnam,2560,159.96,97.92,14,0
Reserva Biológica de Pedra Talhada,Brazil,2561,173.29,45.1,18.04,0
Ampananganandehibe-Beasina (Andilanatoby) NPA,Madagascar,2562,29.45,0,14.04,0
Lagon-aux-Boeufs,Haiti,2563,29.17,22.22,29.86,0
Irabere - Iliomar,Timor-Leste,2564,221.16,4.61,14.14,0
Mancopulli,Chile,2565,13.07,0,23.47,0
Guassa Plateau (Menz),Ethiopia,2566,399.56,0,19.71,0
Kane Wildlife Sanctuary,India,2567,70.13,82.6,20.4,0
Rasool Barrage Wildlife Sanctuary,Pakistan,2568,49.24,47.05,27.21,0
North Reef Island Wildlife Sanctuary,India,2569,10.06,0,14,0
Tansa Wildlife Sanctuary,India,2570,661.54,40.22,18.61,0
Tam Dao,Vietnam,2571,608.41,72.63,22.69,0
Aliyu Amba - Dulecha,Ethiopia,2572,118.8,0,21.59,0
Parque Nacional Natural Macuira,Colombia,2573,393.72,90.6,17.99,0
Tamborine Mountain,Australia,2574,85.14,60.72,17.9,0
Dhansiri Reserve Forest,India,2575,1203.13,4.9,12.69,0
"D’Urville Monument, Joinville Island",Antarctica,2576,4.62,0,NA,0
Mount Guna,Ethiopia,2577,273.02,0,22.47,0
Longtan Reservoir,China (mainland),2578,295.03,0,21.52,0
Sierra Martin Garcia,Dominican Republic,2579,320.18,97.96,29.46,0
Prek Taek Sap,Cambodia,2580,135.34,57.5,20.71,0
Geureudong,Indonesia,2581,710.67,0,7.47,0
Gunung Niut-Poteng,Indonesia,2582,1648.6,65.97,12.38,0
Kerinci Seblat,Indonesia,2583,15146.3,95,13.38,0
Northern Japan Alps,Japan,2584,3316.5,77.4,20.05,0
Protestant Cay,Virgin Islands (to USA),2585,3.28,0,43.74,0
Maruncunca,Peru,2586,674.13,0,13.48,0
Sierra de Omoa-Cusuco,Honduras,2587,600.24,92.27,22.33,0
Thrumsing La National Park,Bhutan,2588,1038.73,95.29,10.78,0
Ritsa,Georgia,2589,422.24,59.16,15.51,0
"Watson Peninsula, Laurie Island",Antarctica,2590,1.69,0,NA,0
Intaki National Park,India,2591,344.64,95.5,11.06,0
Yiwa,China (mainland),2592,191.07,56.68,15.17,0
Rawa Di Pesisir Paloh,Indonesia,2593,495.45,75.69,15.19,0
Betung Kerihun,Indonesia,2594,8658.59,96.7,1.69,0
Bukit Barisan Selatan,Indonesia,2595,3932.05,86.48,15.83,0
Cuitzeo,Mexico,2596,1685.85,1.34,20.68,0
Baixo-Sul,Brazil,2597,765.87,0,21.91,0
Katerniaghat Wildlife Sanctuary and Girijapur Barrage,India,2598,831.37,68.21,24.52,0
Langting-Mupa Reserve Forest,India,2599,614.77,0,11.22,0
Lunghi,Kenya,2600,1114.78,3.4,7.16,0
Pench Tiger Reserve,India,2601,620.15,74.22,18.1,0
Mount Chiperone,Mozambique,2602,224.44,0,14.41,0
Reserva Biológica de Duas Bocas,Brazil,2603,83.95,38.46,18.52,0
Fujiang Taigong Shan,China (mainland),2604,12.05,0,24.8,0
Tumbatu Island,Tanzania,2605,13.7,0,8.11,0
Antanifotsy Nord (Diana),Madagascar,2606,47.01,0,20.91,0
Alu,Solomon Islands,2607,41,0,14,0
Parque Nacional da Chapada Diamantina,Brazil,2608,4888.96,48.68,17.9,0
Brunei Bay (Malaysia),Malaysia,2609,264.08,12.99,26.32,0
Tanjung Selokan,Indonesia,2610,271.65,0,8.87,0
Sierra Rosario de la Frontera,Argentina,2611,359.08,0,14.42,0
Youluoshan,China (mainland),2612,194.11,0,15.21,0
Western Negev,Israel,2613,2570.06,15.15,17.69,0
Dazhubao and Dafengding,China (mainland),2614,631.49,99.52,14.27,0
Enriquillo Lake,Dominican Republic,2614,251.4,98.7,19.33,0
Font Hill,Jamaica,2616,9.82,33.33,17.29,0
Nam Kading,Laos,2617,1848.69,96.64,18.7,0
Akkuş Island,Turkey,2618,12.97,0,27.33,0
Cestos-Sapo North Corridor forest blocks,Liberia,2619,986.57,2.43,13.5,0
Nkandla complex,South Africa,2620,1583.84,8.01,17.43,0
Dak Dam,Vietnam,2621,470.49,0,16.67,0
Dangara massif,Tajikistan,2622,811.38,0,19.23,0
Pambuang,Indonesia,2623,1923.25,0,9.44,0
Mount Hoyo Reserve,"Congo, The Democratic Republic of the",2624,705.5,0,17.59,0
Chalhuanca,Peru,2625,36.71,0,20.49,0
Engunga,Ecuador,2626,48.15,0,18.06,0
Port Fairy to Warrnambool,Australia,2627,43.19,0,28.57,0
D'Ering Memorial Wildlife Sanctuary,India,2628,285.75,63.85,21.41,0
Tawau Hills Park,Malaysia,2629,960.8,95,23.55,0
Bozyazı Coast,Turkey,2630,25.03,0,22.81,0
Jabal Razih,Yemen,2631,322.7,0,12.67,0
Stung Kampong Smach,Cambodia,2632,165.77,4.08,21.45,0
Ampombofofo,Madagascar,2633,47.12,0,12.45,0
La Cocha,Peru,2634,250.07,0,12.8,0
Menarandra Forest / Vohindefo NPA,Madagascar,2635,1104.47,0,15.26,0
Rawa Aopa Watumohai,Indonesia,2636,1688.71,80.69,18.23,0
Gio National Forest,Liberia,2637,646.22,0,17.97,0
Parque Nacional Natural Sanquianga,Colombia,2638,828.81,68.46,15.14,0
Brevard Scrub Ecosystem,USA,2639,248.83,59.84,45.6,0
Jabal Sumarah,Yemen,2640,487.25,0,15.58,0
Truong Son,Vietnam,2641,2081.68,4.9,16.18,0
Balantak,Indonesia,2642,526.62,0,13.29,0
Perairan Pagimana,Indonesia,2643,17.21,0,23.13,0
Kaya Kauma,Kenya,2644,6.87,0,18.03,0
Seria Coast,Brunei,2645,30.88,55.55,43.65,0
Yushan National Park,Taiwan,2646,1222.51,98.19,14,0
Werribee and Avalon,Australia,2647,84.06,93.55,29.5,0
Kahutara River,New Zealand,2648,43.22,47.06,8.59,0
Mount Kilimanjaro,Tanzania,2649,2120.82,99.51,19.29,0
Ribeira do Rabil,Cape Verde,2650,19.84,0,13.95,0
Berg River Estuary,South Africa,2651,315.3,83.47,24.16,0
Quebrada del Condorito National Park and Reserva Hidrica Provincial Pampa de Achala,Argentina,2652,1535.46,98.67,14.52,0
Taliwang,Indonesia,2653,95.27,35.71,23.17,0
Larantuka,Indonesia,2654,47.68,0,16.16,0
Yufudake-Oita Plain,Japan,2655,282.19,61.22,48.22,0
Gunung Tambora,Indonesia,2656,1205.8,62.15,14.51,0
Parque Nacional Tirgua (General Manuel Manrique),Venezuela,2657,1088.58,3.11,16.19,0
Ahuriri River,New Zealand,2658,226.31,65.27,12.37,0
Cu Jut,Vietnam,2659,493.64,1.36,16.33,0
San Pietro and Sant'Antioco islands,Italy,2660,66.8,83.99,17.99,0
Mundo Perdido,Timor-Leste,2661,364.09,29.9,13.52,0
Naltar Wildlife Sanctuary,Pakistan,2662,327.77,74.59,17.76,0
Gudavi Bird Sanctuary,India,2663,13.33,0,20.95,0
Empang,Indonesia,2664,540.86,0,16.97,0
Kasha Hu Nature Reserve,China (mainland),2665,753.77,1.95,11.54,0
Danau Sentarum,Indonesia,2666,1727.82,68.73,9.48,0
Rawa Tripa,Indonesia,2667,164.87,0,7.4,0
Puncak Ngengas,Indonesia,2668,905.46,1.5,17.74,0
Chrissie Pans,South Africa,2669,1181.44,65.81,16.95,0
Cuesta del Obispo,Argentina,2670,352.09,0,15.67,0
Koffole (Arsi) Forest,Ethiopia,2671,10963.31,89.75,21.15,0
Riverland Mallee,Australia,2672,13297.85,64.11,6.21,0
Stagno di San Teodoro e costa di Lu Impostu,Italy,2673,7.81,33.36,32.95,0
Marenji Forest,Kenya,2674,34.32,60,20.65,0
Bosque de Polylepis de Taquesi,Bolivia,2675,42.93,0,14.01,0
Paros and Antiparos islands and surrounding islets,Greece,2676,151.13,38.18,25.1,0
Costa tra Sa Salina e Cala Lunga,Italy,2677,2.67,0,18.43,0
Kaya Tiwi,Kenya,2678,3.43,0,35.41,0
Thol Lake Wildlife Sanctuary,India,2679,22.16,0,18.52,0
Chuyanshan Nature Reserve,Taiwan,2680,101.39,68.75,14.03,0
Kaya Puma,Kenya,2681,13.73,0,16.63,0
Kabili-Sepilok,Malaysia,2682,89.03,92.31,26.02,0
Mikres Kyklades and Amorgos marine area,Greece,2683,96.39,45.72,20.63,0
"Echinades, Kalamos and Atokos islands",Greece,2684,88.87,81.82,22.37,0
Perairan Maputi,Indonesia,2685,17.21,0,21.12,0
Kaya Muhaka,Kenya,2686,6.86,0,25.05,0
Kaya Gonja,Kenya,2687,27.45,0,20.31,0
Bahía Honda,Panama,2688,160.3,0,19.9,0
Kaya Mtswakara,Kenya,2689,17.17,40,19.18,0
Kaya Gandini,Kenya,2690,10.3,0,18.88,0
Wabula,Indonesia,2691,102.79,0,20.26,0
Baishui Jiang Nature Reserve,China (mainland),2692,2577.91,86.77,16.38,0
Umzimkulu complex,South Africa,2693,964.55,0,21.03,0
Mabi Forest reserve,Côte d'Ivoire,2694,763.49,88.34,14.88,0
Danau Poso,Indonesia,2695,474.73,85.51,14.58,0
Jiri - Makru Wildlife Sanctuary,India,2696,256.17,0,13.85,0
Kerevat-Toma,Papua New Guinea,2697,17.16,0,26.28,0
Tirap - Burhidihing,India,2698,330.16,0,15.44,0
Cuenca Río Nanay,Peru,2699,4155.93,48.43,4.21,0
Caucasus Biosphere Reserve,Russia (European),2700,3208.54,96.35,13.11,0
Kythira island,Greece,2701,263.74,29.45,20.83,0
Phong Nha,Vietnam,2702,476.06,97.93,20.14,0
Camplong,Indonesia,2703,199.99,11.86,14.31,0
Kaya Bombo,Kenya,2704,13.73,0,20.65,0
Kaya Teleza,Kenya,2705,6.87,0,19.55,0
Kaya Lunguma,Kenya,2706,6.87,0,19.87,0
"Mount Koutroulis, Mount Ag. Dikaios and Modia plateau",Greece,2707,277.9,65.66,19.91,0
Dzombo Hill Forest,Kenya,2708,6.86,0,15.52,0
Cheonsu Bay,South Korea,2709,35.94,23.08,25.65,0
Mwache Forest Reserve,Kenya,2710,6.87,0,26.18,0
Mount Dikti,Greece,2711,717.75,80.39,23.33,0
"Sahil settlement - ""Shelf"" factory",Azerbaijan,2712,26.27,0,42.3,0
Rendova,Solomon Islands,2713,275.74,0,13.52,0
Phou Ahyon,Laos,2714,1735.64,0.38,12.37,0
Kaya Sega,Kenya,2715,24.02,0,14.85,0
Kaya Waa,Kenya,2716,6.87,0,17.43,0
"South Caspian shore, from Astara to Gomishan","Iran, Islamic Republic of",2717,768.66,12.51,36.01,0
Diani Forest,Kenya,2718,6.86,0,34.42,0
Kaya Ukunda,Kenya,2719,10.3,33.33,33.37,0
Extensión Límite Este y Sur del Parque Nacional Nahuel Huapi,Argentina,2720,6564.5,72.53,7.37,0
Papum Reserve Forest,India,2721,788.11,0.39,10.63,0
Teluk Lenggasana-Pulau Sempu,Indonesia,2722,166.88,4.08,17.58,0
Laguna Nimez y costa aledaña del Lago Argentino,Argentina,2723,28.56,0,15.34,0
Bukit Baka-Bukit Raya,Indonesia,2724,5658.47,28.71,3.84,0
Batang Gadis,Indonesia,2725,1473.15,71.96,12.23,0
Köprüçay Valley,Turkey,2726,1650.79,0,19.93,0
Sanping,Taiwan,2727,110.97,2.86,14.23,0
May Hka Area,Myanmar,2728,10743.94,3.31,5.31,0
Investigator Islands,Australia,2729,37.22,38.47,4,0
Manukau Harbour,New Zealand,2730,277.37,4.95,34.83,0
Ankaizina wetlands,Madagascar,2731,66.65,0,20.15,0
Cape Hatteras National Seashore,USA,2732,72.95,92.31,17.93,0
Parque Provincial Uruzú y Reserva Forestal San Jorge,Argentina,2733,238.6,55.84,13.97,0
Caribbean lowlands and wetlands,Costa Rica,2734,3779.03,39.39,20.88,0
South-East Pahang peat swamp forest,Malaysia,2735,1690.89,0,16.43,0
Katberg complex,South Africa,2736,2173.04,2.67,10.97,0
Taroko National Park,Taiwan,2737,1161.71,99.19,20.6,0
Danau Laut Tawar,Indonesia,2738,109.79,0,11.87,0
Lagunas de Huacarpay,Peru,2739,70.25,0,28.36,0
Nalsarovar Wildlife Sanctuary,India,2740,19.01,0,19.52,0
Jagdishpur Reservoir,Nepal,2741,12.2,0,21.51,0
Pabitora Wildlife Sanctuary,India,2742,83.36,0,24.44,0
Jabal Fayfa,Saudi Arabia,2743,167.65,0,20.91,0
Chashma Barrage Wildlife Sanctuary,Pakistan,2744,435.25,52.69,19.68,0
Mount Thryptis and Mount Ornon,Greece,2745,225.28,60.01,21.8,0
Estrecho de la Bocaina,Spain,2746,99.56,90.92,29.36,0
Kenton - Alexandria - Paterson,South Africa,2747,719.29,22.3,18.3,0
Swartkops Estuary - Redhouse and Chatty Saltpans,South Africa,2748,8.58,0,54.47,0
Sri Phang-nga,Thailand,2749,445.22,90.07,20.12,0
Cuenca Hidrográfica del Río San Francisco and surrounding area,Colombia,2750,89.15,57.69,21.83,0
Mount Hermon,Syria,2751,184.05,0,17.63,0
Jabal Sabir,Yemen,2752,187.43,0,18.81,0
Farmlands in Lumbini area,Nepal,2753,906.89,0,24.73,0
